Cod,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
11765,2023,9,ELEGIVEL,Aprovado,125371600530,E M LEVI CARNEIRO
11766,2022,8,PRE-INSCRITO,Aprovado,149875614253,E M LEVI CARNEIRO
11766,2023,9,PRE-INSCRITO,Aprovado,149875614253,E M LEVI CARNEIRO
11767,2022,8,ELEGIVEL,Aprovado,123490273175,E M LEVI CARNEIRO
11767,2023,9,ELEGIVEL,Dep.neste ano,123490273175,E M LEVI CARNEIRO
11768,2022,8,ELEGIVEL,Aprovado,150813630060,E M LEVI CARNEIRO
11768,2023,9,ELEGIVEL,Aprovado,150813630060,E M LEVI CARNEIRO
11769,2022,8,ELEGIVEL,Aprovado,124342076003,E M LEVI CARNEIRO
11769,2023,9,ELEGIVEL,Aprovado,124342076003,E M LEVI CARNEIRO
11770,2022,8,PRE-INSCRITO,Aprovado,123828386120,E M LEVI CARNEIRO
11770,2023,9,PRE-INSCRITO,Reprovado,123828386120,E M LEVI CARNEIRO
11771,2022,8,VALOR DEPOSITADO,Aprovado,123320589821,E M LEVI CARNEIRO
11771,2023,9,CONCLUIDA,Dep.neste ano,123320589821,E M LEVI CARNEIRO
11772,2022,8,ELEGIVEL,Reprovado,122764812182,E M LEVI CARNEIRO
11772,2023,9,ELEGIVEL,Não avaliado,202031870870554,CIEP 450 DI CAVALCANTI
11773,2022,8,VALOR DEPOSITADO,Aprovado,123482961793,E M LEVI CARNEIRO
11773,2023,9,CONCLUIDA,Dep.neste ano,123482961793,E M LEVI CARNEIRO
11774,2022,8,ELEGIVEL,Reprovado,122898096910,E M LEVI CARNEIRO
11774,2023,8,ELEGIVEL,Abandonou,122898096910,E M LEVI CARNEIRO
11775,2022,8,VALOR DEPOSITADO,Aprovado,123769719696,E M LEVI CARNEIRO
11775,2023,9,CONCLUIDA,Aprovado,123769719696,E M LEVI CARNEIRO
11776,2022,8,ELEGIVEL,Aprovado,125349179003,E M LEVI CARNEIRO
11776,2023,9,ELEGIVEL,Reprovado,125349179003,E M LEVI CARNEIRO
11777,2022,8,ELEGIVEL,Reprovado,124336880351,E M LEVI CARNEIRO
11777,2023,8,ELEGIVEL,Aprovado,124336880351,E M LEVI CARNEIRO
11778,2022,8,ELEGIVEL,Transferido,126290285261,E M LEVI CARNEIRO
11779,2022,8,INSCRICAO PARCIAL,Aprovado,127498546875,E M LEVI CARNEIRO
11779,2023,9,INSCRICAO PARCIAL,Aprovado,127498546875,E M LEVI CARNEIRO
11780,2022,8,PRE-INSCRITO,Aprovado,121986518905,E M LEVI CARNEIRO
11780,2023,9,PRE-INSCRITO,Aprovado,121986518905,E M LEVI CARNEIRO
11781,2022,8,ELEGIVEL,Aprovado,122444676512,E M LEVI CARNEIRO
11781,2023,9,ELEGIVEL,Aprovado,122444676512,E M LEVI CARNEIRO
11782,2022,8,ELEGIVEL,Aprovado,123119579024,E M LEVI CARNEIRO
11782,2023,9,ELEGIVEL,Reprovado,123119579024,E M LEVI CARNEIRO
11783,2022,8,ELEGIVEL,Reprovado,123331029695,E M LEVI CARNEIRO
11783,2023,8,ELEGIVEL,Abandonou,123331029695,E M LEVI CARNEIRO
11784,2022,9,PRE-INSCRITO,Reprovado,121109729471,E M LEVI CARNEIRO
11784,2023,9,PRE-INSCRITO,Não avaliado,202317820489532,CIEP 450 DI CAVALCANTI
11785,2022,9,VALOR DEPOSITADO,Aprovado,121162443072,E M LEVI CARNEIRO
11785,2023,1,CONCLUIDA,Aprovado,202331860524709,CE GUILHERME BRIGGS
11786,2022,9,ELEGIVEL,Reprovado,121440658616,E M LEVI CARNEIRO
11786,2023,9,ELEGIVEL,Aprovado,121440658616,E M LEVI CARNEIRO
11787,2022,9,VALOR DEPOSITADO,Aprovado,120885833863,E M LEVI CARNEIRO
11787,2023,1,CONCLUIDA,Dep.neste ano,202370130053331,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
11788,2022,9,ELEGIVEL,Dep.neste ano,122784901849,E M LEVI CARNEIRO
11788,2023,1,ELEGIVEL,Abandonou,202331960611700,CE CIZINIO SOARES PINTO
11789,2022,9,ELEGIVEL,Aprovado,122898230153,E M LEVI CARNEIRO
11789,2023,1,ELEGIVEL,Não avaliado,201932170252310,LICEU NILO PECANHA
11790,2022,9,VALOR DEPOSITADO,Aprovado,120584739906,E M LEVI CARNEIRO
11790,2023,1,CONCLUIDA,Não avaliado,202332140709709,CE LEOPOLDO FROES
11791,2022,9,ELEGIVEL,Aprovado,122211793745,E M LEVI CARNEIRO
11791,2023,1,ELEGIVEL,Não avaliado,202331881686708,LICEU NILO PECANHA
11792,2022,9,INSCRICAO PARCIAL,Dep.neste ano,127294388074,E M LEVI CARNEIRO
11792,2023,1,INSCRICAO PARCIAL,Aprovado,202332150662510,CE GUILHERME BRIGGS
11793,2022,9,ELEGIVEL,Aprovado,120982271408,E M LEVI CARNEIRO
11793,2023,1,ELEGIVEL,Aprovado,202331860526248,CE GUILHERME BRIGGS
11794,2022,9,ELEGIVEL,Reprovado,121147258200,E M LEVI CARNEIRO
11794,2023,9,ELEGIVEL,Reprovado,121147258200,E M LEVI CARNEIRO
11795,2022,9,VALOR DEPOSITADO,Aprovado,122634340205,E M LEVI CARNEIRO
11796,2022,9,VALOR DEPOSITADO,Aprovado,125371636217,E M LEVI CARNEIRO
11796,2023,1,CONCLUIDA,Não avaliado,20231014751,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
11797,2022,9,VALOR DEPOSITADO,Aprovado,121521996422,E M LEVI CARNEIRO
11797,2023,1,CONCLUIDA,Não avaliado,202331881697238,LICEU NILO PECANHA
11798,2022,9,ELEGIVEL,Reprovado,125365819500,E M LEVI CARNEIRO
11798,2023,9,ELEGIVEL,Não avaliado,202331940840925,CE BALTAZAR BERNARDINO
11799,2022,9,ELEGIVEL,Aprovado,124105674365,E M LEVI CARNEIRO
11799,2023,1,ELEGIVEL,Não avaliado,202331870965287,LICEU NILO PECANHA
11800,2022,9,ELEGIVEL,Aprovado,123336006162,E M LEVI CARNEIRO
11800,2023,1,ELEGIVEL,Não avaliado,202331870964396,CE JOAQUIM TAVORA
11801,2022,9,CONCLUIDA,Dep.neste ano,121437972305,E M LEVI CARNEIRO
11801,2023,1,CONCLUIDA,Dep.neste ano,202331860528100,CE GUILHERME BRIGGS
11802,2022,9,VALOR DEPOSITADO,Aprovado,122782983210,E M LEVI CARNEIRO
11802,2023,1,CONCLUIDA,Não avaliado,202331881680181,LICEU NILO PECANHA
11803,2022,9,ELEGIVEL,Aprovado,122114681873,E M LEVI CARNEIRO
11804,2022,9,VALOR DEPOSITADO,Aprovado,124047380899,E M LEVI CARNEIRO
11805,2022,9,VALOR DEPOSITADO,Aprovado,124330234598,E M LEVI CARNEIRO
11805,2023,1,VALOR DEPOSITADO,Aprovado,202332150646483,CE MANUEL DE ABREU
11806,2022,9,ELEGIVEL,Dep.neste ano,122784965731,E M LEVI CARNEIRO
11806,2023,1,ELEGIVEL,Não avaliado,202331910562510,CE PAULO ASSIS RIBEIRO
11807,2022,9,ELEGIVEL,Dep.neste ano,121441158340,E M LEVI CARNEIRO
11807,2023,1,ELEGIVEL,Não avaliado,202331910563303,CE PAULO ASSIS RIBEIRO
11808,2022,9,PRE-INSCRITO,Aprovado,121855053194,E M LEVI CARNEIRO
11808,2023,1,PRE-INSCRITO,Não avaliado,202331910565942,CE PAULO ASSIS RIBEIRO
11809,2022,9,ELEGIVEL,Dep.neste ano,121448126753,E M LEVI CARNEIRO
11809,2023,1,ELEGIVEL,Aprovado,202331960619523,CE CIZINIO SOARES PINTO
11810,2022,9,PRE-INSCRITO,Aprovado,122193410541,E M LEVI CARNEIRO
11810,2023,1,PRE-INSCRITO,Não avaliado,202331940830458,CE BALTAZAR BERNARDINO
11811,2022,9,ELEGIVEL,Dep.neste ano,121926835025,E M LEVI CARNEIRO
11811,2023,1,ELEGIVEL,Não avaliado,202331940832078,CE BALTAZAR BERNARDINO
11812,2022,9,ELEGIVEL,Dep.neste ano,121913262773,E M LEVI CARNEIRO
11812,2023,1,ELEGIVEL,Não avaliado,202331940831934,CE BALTAZAR BERNARDINO
11813,2022,9,ELEGIVEL,Reprovado,122794212086,E M LEVI CARNEIRO
11813,2023,9,ELEGIVEL,Não avaliado,202317820489370,CIEP 450 DI CAVALCANTI
11814,2022,9,VALOR DEPOSITADO,Aprovado,121441451306,E M LEVI CARNEIRO
11814,2023,1,CONCLUIDA,Dep.neste ano,202331860528291,CE GUILHERME BRIGGS
11815,2022,9,VALOR DEPOSITADO,Aprovado,122026766001,E M LEVI CARNEIRO
11815,2023,1,VALOR DEPOSITADO,Aprovado,202332150651215,CE MANUEL DE ABREU
11816,2022,9,VALOR DEPOSITADO,Aprovado,123588546625,E M LEVI CARNEIRO
11816,2023,1,CONCLUIDA,Dep.neste ano,202332300593071,IE PROFESSOR ISMAEL COUTINHO
11817,2022,9,VALOR DEPOSITADO,Aprovado,126287357176,E M LEVI CARNEIRO
11817,2023,1,CONCLUIDA,Não avaliado,202331881698201,LICEU NILO PECANHA
11818,2022,9,VALOR DEPOSITADO,Aprovado,121680220119,E M LEVI CARNEIRO
11818,2023,1,CONCLUIDA,Reprovado,201931870837257,CE GUILHERME BRIGGS
11819,2022,9,CONCLUIDA,Dep.neste ano,121146331877,E M LEVI CARNEIRO
11819,2023,1,CONCLUIDA,Não avaliado,202331860528710,CE GUILHERME BRIGGS
11820,2022,9,VALOR DEPOSITADO,Aprovado,123123342165,E M LEVI CARNEIRO
11820,2023,1,CONCLUIDA,Não avaliado,202331910563737,CE PAULO ASSIS RIBEIRO
11821,2022,9,PRE-INSCRITO,Aprovado,123332848703,E M LEVI CARNEIRO
11821,2023,1,PRE-INSCRITO,Aprovado,202331860525519,CE GUILHERME BRIGGS
11822,2022,9,VALOR DEPOSITADO,Aprovado,124412479055,E M LEVI CARNEIRO
11822,2023,1,CONCLUIDA,Aprovado,202332150649741,CE GUILHERME BRIGGS
11823,2022,9,ELEGIVEL,Dep.neste ano,124045259480,E M LEVI CARNEIRO
11823,2023,1,ELEGIVEL,Não avaliado,202332140712688,CE LEOPOLDO FROES
11824,2022,9,VALOR DEPOSITADO,Aprovado,121385778309,E M LEVI CARNEIRO
11825,2022,9,ELEGIVEL,Reprovado,122213543380,E M LEVI CARNEIRO
11826,2022,9,CONCLUIDA,Reprovado,121457932244,E M LEVI CARNEIRO
11826,2023,9,CONCLUIDA,Aprovado,121457932244,E M LEVI CARNEIRO
11827,2022,9,EMAIL NAO CONFIRMADO,Aprovado,121221734910,E M LEVI CARNEIRO
11827,2023,1,EMAIL NAO CONFIRMADO,Abandonou,202331960613835,CE CIZINIO SOARES PINTO
11828,2022,9,ELEGIVEL,Aprovado,122820389910,E M LEVI CARNEIRO
11828,2023,1,ELEGIVEL,Não avaliado,202331881691701,LICEU NILO PECANHA
11829,2022,9,PRE-INSCRITO,Aprovado,122791576834,E M LEVI CARNEIRO
11829,2023,1,PRE-INSCRITO,Não avaliado,202331910560630,CE PAULO ASSIS RIBEIRO
11830,2022,9,ELEGIVEL,Reprovado,123648702083,E M LEVI CARNEIRO
11830,2023,9,ELEGIVEL,Reprovado,123648702083,E M LEVI CARNEIRO
11831,2022,9,CONCLUIDA,Dep.neste ano,122214347819,E M LEVI CARNEIRO
11831,2023,1,CONCLUIDA,Não avaliado,202331910564113,CE PAULO ASSIS RIBEIRO
11832,2022,9,ELEGIVEL,Dep.neste ano,122786366266,E M LEVI CARNEIRO
11832,2023,1,ELEGIVEL,Não avaliado,202331940831691,CE PAULO ASSIS RIBEIRO
11833,2022,9,ELEGIVEL,Aprovado,120982648447,E M LEVI CARNEIRO
11833,2023,1,ELEGIVEL,Não avaliado,202331910560207,CE PAULO ASSIS RIBEIRO
11834,2022,7,ELEGIVEL,Reprovado,125361195994,E M LEVI CARNEIRO
11834,2023,7,ELEGIVEL,Abandonou,125361195994,E M LEVI CARNEIRO
11837,2022,7,PRE-INSCRITO,Reprovado,123590401701,E M LEVI CARNEIRO
11837,2023,7,PRE-INSCRITO,Abandonou,123590401701,E M LEVI CARNEIRO
11839,2022,7,ELEGIVEL,Reprovado,122432378490,E M LEVI CARNEIRO
11839,2023,7,ELEGIVEL,Aprovado,122432378490,E M LEVI CARNEIRO
11840,2022,9,VALOR DEPOSITADO,Aprovado,123668333342,E M LEVI CARNEIRO
11840,2023,1,CONCLUIDA,Reprovado,202332150665941,CE MANUEL DE ABREU
11841,2022,9,ELEGIVEL,Aprovado,121431420726,E M LEVI CARNEIRO
11842,2022,9,VALOR DEPOSITADO,Aprovado,122381053874,E M LEVI CARNEIRO
11842,2023,1,CONCLUIDA,Não avaliado,202332140695651,CE LEOPOLDO FROES
11843,2022,9,ELEGIVEL,Aprovado,125370236339,E M LEVI CARNEIRO
11843,2023,1,ELEGIVEL,Não avaliado,202331870958410,CE JOAQUIM TAVORA
11844,2022,9,ELEGIVEL,Aprovado,121913416673,E M LEVI CARNEIRO
11844,2023,1,ELEGIVEL,Dep.neste ano,202331860525357,CE GUILHERME BRIGGS
11845,2022,9,ELEGIVEL,Reprovado,121146715349,E M LEVI CARNEIRO
11845,2023,9,ELEGIVEL,Transferido,121146715349,E M LEVI CARNEIRO
11846,2022,9,ELEGIVEL,Aprovado,124002978353,E M LEVI CARNEIRO
11846,2023,1,ELEGIVEL,Não avaliado,202331910559624,CE PAULO ASSIS RIBEIRO
11847,2022,9,ELEGIVEL,Reprovado,121441824692,E M LEVI CARNEIRO
11847,2023,9,ELEGIVEL,Aprovado,121441824692,E M LEVI CARNEIRO
11848,2022,9,PRE-INSCRITO,Reprovado,125381421647,E M LEVI CARNEIRO
11848,2023,9,PRE-INSCRITO,Aprovado,125381421647,E M LEVI CARNEIRO
11849,2022,9,INSCRICAO PARCIAL,Aprovado,122342356772,E M LEVI CARNEIRO
11849,2023,1,INSCRICAO PARCIAL,Não avaliado,202331910559462,CE PAULO ASSIS RIBEIRO
11850,2022,9,CONCLUIDA,Reprovado,121442123841,E M LEVI CARNEIRO
11850,2023,9,CONCLUIDA,Reprovado,121442123841,E M LEVI CARNEIRO
11851,2022,9,ELEGIVEL,Transferido,122204952728,E M LEVI CARNEIRO
11852,2022,9,ELEGIVEL,Aprovado,121441695191,E M LEVI CARNEIRO
11852,2023,1,ELEGIVEL,Não avaliado,202332140695570,CE PAULO ASSIS RIBEIRO
11853,2022,6,ELEGIVEL,Aprovado,149864561641,E M MAESTRO HEITOR VILLA LOBOS
11853,2023,7,ELEGIVEL,Aprovado,149864561641,E M MAESTRO HEITOR VILLA LOBOS
11854,2022,6,INSCRICAO PARCIAL,Aprovado,124408461473,E M MAESTRO HEITOR VILLA LOBOS
11854,2023,7,INSCRICAO PARCIAL,Aprovado,124408461473,E M MAESTRO HEITOR VILLA LOBOS
11855,2022,6,ELEGIVEL,Reprovado,124267044545,E M MAESTRO HEITOR VILLA LOBOS
11855,2023,6,ELEGIVEL,Reprovado,124267044545,E M MAESTRO HEITOR VILLA LOBOS
11856,2022,6,PRE-INSCRITO,Aprovado,125082484019,E M MAESTRO HEITOR VILLA LOBOS
11856,2023,7,PRE-INSCRITO,Dep.neste ano e outros,125082484019,E M MAESTRO HEITOR VILLA LOBOS
11857,2022,6,PRE-INSCRITO,Aprovado,149929454224,E M MAESTRO HEITOR VILLA LOBOS
11857,2023,7,PRE-INSCRITO,Aprovado,149929454224,E M MAESTRO HEITOR VILLA LOBOS
11858,2022,6,PRE-INSCRITO,Aprovado,127278575353,E M MAESTRO HEITOR VILLA LOBOS
11858,2023,7,PRE-INSCRITO,Aprovado,127278575353,E M MAESTRO HEITOR VILLA LOBOS
11859,2022,6,ELEGIVEL,Aprovado,122226408737,E M MAESTRO HEITOR VILLA LOBOS
11860,2022,6,VALOR DEPOSITADO,Aprovado,123393489940,E M MAESTRO HEITOR VILLA LOBOS
11860,2023,7,CONCLUIDA,Reprovado,123393489940,E M MAESTRO HEITOR VILLA LOBOS
11861,2022,6,ELEGIVEL,Transferido,150106663592,E M MAESTRO HEITOR VILLA LOBOS
11861,2023,7,ELEGIVEL,Reprovado,150106663592,E M MAESTRO HEITOR VILLA LOBOS
11862,2022,6,VALOR DEPOSITADO,Aprovado,123943645567,E M MAESTRO HEITOR VILLA LOBOS
11862,2023,7,CONCLUIDA,Dep.neste ano e outros,123943645567,E M MAESTRO HEITOR VILLA LOBOS
11863,2022,6,ELEGIVEL,Transferido,130169338290,E M MAESTRO HEITOR VILLA LOBOS
11864,2022,6,VALOR DEPOSITADO,Aprovado,127512132513,E M MAESTRO HEITOR VILLA LOBOS
11864,2023,7,CONCLUIDA,Aprovado,127512132513,E M MAESTRO HEITOR VILLA LOBOS
11865,2022,6,VALOR DEPOSITADO,Aprovado,151092163122,E M MAESTRO HEITOR VILLA LOBOS
11865,2023,7,CONCLUIDA,Aprovado,151092163122,E M MAESTRO HEITOR VILLA LOBOS
11866,2022,6,ELEGIVEL,Aprovado,123807291074,E M MAESTRO HEITOR VILLA LOBOS
11866,2023,7,ELEGIVEL,Transferido,123807291074,E M MAESTRO HEITOR VILLA LOBOS
11867,2022,6,PRE-INSCRITO,Aprovado,124234219826,E M MAESTRO HEITOR VILLA LOBOS
11867,2023,7,PRE-INSCRITO,Dep.neste ano e outros,124234219826,E M MAESTRO HEITOR VILLA LOBOS
11868,2022,6,EMAIL NAO CONFIRMADO,Aprovado,123208496701,E M MAESTRO HEITOR VILLA LOBOS
11868,2023,7,EMAIL NAO CONFIRMADO,Aprovado,123208496701,E M MAESTRO HEITOR VILLA LOBOS
11869,2022,6,VALOR DEPOSITADO,Aprovado,123798139490,E M MAESTRO HEITOR VILLA LOBOS
11869,2023,7,CONCLUIDA,Dep.neste ano e outros,123798139490,E M MAESTRO HEITOR VILLA LOBOS
11870,2022,6,ELEGIVEL,Aprovado,125021909320,E M MAESTRO HEITOR VILLA LOBOS
11870,2023,7,ELEGIVEL,Reprovado,125021909320,E M MAESTRO HEITOR VILLA LOBOS
11871,2022,6,ELEGIVEL,Aprovado,125081275580,E M MAESTRO HEITOR VILLA LOBOS
11871,2023,7,ELEGIVEL,Aprovado,125081275580,E M MAESTRO HEITOR VILLA LOBOS
11872,2022,6,ELEGIVEL,Aprovado,124048939040,E M MAESTRO HEITOR VILLA LOBOS
11872,2023,7,ELEGIVEL,Não avaliado,202332270150868,EE SAO DOMINGOS SAVIO
11873,2022,6,PRE-INSCRITO,Aprovado,130215835394,E M MAESTRO HEITOR VILLA LOBOS
11873,2023,7,PRE-INSCRITO,Reprovado,130215835394,E M MAESTRO HEITOR VILLA LOBOS
11874,2022,6,ELEGIVEL,Transferido,127278721511,E M MAESTRO HEITOR VILLA LOBOS
11874,2023,6,ELEGIVEL,Dep.neste ano,202232290359154,EE MENEZES VIEIRA
11875,2022,6,ELEGIVEL,Aprovado,149866837997,E M MAESTRO HEITOR VILLA LOBOS
11875,2023,7,ELEGIVEL,Aprovado,149866837997,E M MAESTRO HEITOR VILLA LOBOS
11876,2022,6,ELEGIVEL,Aprovado,124406856900,E M MAESTRO HEITOR VILLA LOBOS
11876,2023,7,ELEGIVEL,Reprovado,124406856900,E M MAESTRO HEITOR VILLA LOBOS
11877,2022,7,VALOR DEPOSITADO,Aprovado,123359403761,E M MAESTRO HEITOR VILLA LOBOS
11877,2023,8,CONCLUIDA,Aprovado,123359403761,E M MAESTRO HEITOR VILLA LOBOS
11878,2022,7,VALOR DEPOSITADO,Aprovado,123479398587,E M MAESTRO HEITOR VILLA LOBOS
11878,2023,8,CONCLUIDA,Aprovado,123479398587,E M MAESTRO HEITOR VILLA LOBOS
11879,2022,7,ELEGIVEL,Dep.neste ano,123393661603,E M MAESTRO HEITOR VILLA LOBOS
11879,2023,8,ELEGIVEL,Aprovado,123393661603,E M MAESTRO HEITOR VILLA LOBOS
11880,2022,7,ELEGIVEL,Aprovado,127527382855,E M MAESTRO HEITOR VILLA LOBOS
11880,2023,8,ELEGIVEL,Aprovado,127527382855,E M MAESTRO HEITOR VILLA LOBOS
11881,2022,7,ELEGIVEL,Dep.neste ano,121897109520,E M MAESTRO HEITOR VILLA LOBOS
11881,2023,8,ELEGIVEL,Aprovado,202331850915535,CE HILARIO RIBEIRO
11882,2022,7,VALOR DEPOSITADO,Aprovado,124372265750,E M MAESTRO HEITOR VILLA LOBOS
11882,2023,8,CONCLUIDA,Aprovado,124372265750,E M MAESTRO HEITOR VILLA LOBOS
11883,2022,7,ELEGIVEL,Reprovado,123521476463,E M MAESTRO HEITOR VILLA LOBOS
11883,2023,7,ELEGIVEL,Dep.neste ano e outros,123521476463,E M MAESTRO HEITOR VILLA LOBOS
11884,2022,7,CONCLUIDA,Transferido,130221808883,E M MAESTRO HEITOR VILLA LOBOS
11884,2023,8,CONCLUIDA,Dep.neste ano,202232290359073,CE ZULEIKA RAPOSO VALLADARES
11885,2022,7,INSCRICAO PARCIAL,Reprovado,125082558403,E M MAESTRO HEITOR VILLA LOBOS
11885,2023,7,INSCRICAO PARCIAL,Reprovado,125082558403,E M MAESTRO HEITOR VILLA LOBOS
11886,2022,7,ELEGIVEL,Reprovado,123321417910,E M MAESTRO HEITOR VILLA LOBOS
11886,2023,7,ELEGIVEL,Transferido,123321417910,E M MAESTRO HEITOR VILLA LOBOS
11887,2022,7,ELEGIVEL,Reprovado,124107584525,E M MAESTRO HEITOR VILLA LOBOS
11887,2023,7,ELEGIVEL,Dep.neste ano e outros,124107584525,E M MAESTRO HEITOR VILLA LOBOS
11888,2022,7,ELEGIVEL,Abandonou,124160186989,E M MAESTRO HEITOR VILLA LOBOS
11888,2023,7,ELEGIVEL,Não avaliado,12416018689,ESCOLA MUNICIPAL ALTIVO CESAR
11889,2022,7,ELEGIVEL,Reprovado,123324411156,E M MAESTRO HEITOR VILLA LOBOS
11889,2023,7,ELEGIVEL,Dep.neste ano e outros,123324411156,E M MAESTRO HEITOR VILLA LOBOS
11890,2022,7,ELEGIVEL,Reprovado,124021846807,E M MAESTRO HEITOR VILLA LOBOS
11890,2023,7,ELEGIVEL,Reprovado,124021846807,E M MAESTRO HEITOR VILLA LOBOS
11891,2022,7,ELEGIVEL,Reprovado,130135620995,E M MAESTRO HEITOR VILLA LOBOS
11891,2023,7,ELEGIVEL,Dep.neste ano,130135620995,E M MAESTRO HEITOR VILLA LOBOS
11892,2022,7,ELEGIVEL,Reprovado,123406200582,E M MAESTRO HEITOR VILLA LOBOS
11892,2023,7,ELEGIVEL,Aprovado,123406200582,E M MAESTRO HEITOR VILLA LOBOS
11893,2022,8,PRE-INSCRITO,Transferido,123992141887,E M MAESTRO HEITOR VILLA LOBOS
11893,2023,9,PRE-INSCRITO,Reprovado,202232170297372,EE MENEZES VIEIRA
11894,2022,8,VALOR DEPOSITADO,Aprovado,122791908691,E M MAESTRO HEITOR VILLA LOBOS
11894,2023,9,CONCLUIDA,Reprovado,122791908691,E M MAESTRO HEITOR VILLA LOBOS
11895,2022,8,ELEGIVEL,Aprovado,123514367417,E M MAESTRO HEITOR VILLA LOBOS
11895,2023,9,ELEGIVEL,Reprovado,123514367417,E M MAESTRO HEITOR VILLA LOBOS
11896,2022,8,VALOR DEPOSITADO,Aprovado,124315413983,E M MAESTRO HEITOR VILLA LOBOS
11896,2023,9,CONCLUIDA,Aprovado,124315413983,E M MAESTRO HEITOR VILLA LOBOS
11897,2022,8,PRE-INSCRITO,Aprovado,121843490462,E M MAESTRO HEITOR VILLA LOBOS
11897,2023,9,PRE-INSCRITO,Transferido,121843490462,E M MAESTRO HEITOR VILLA LOBOS
11898,2022,8,ELEGIVEL,Transferido,121668256133,E M MAESTRO HEITOR VILLA LOBOS
11898,2023,9,ELEGIVEL,Aprovado,202332290364121,CE ZULEIKA RAPOSO VALLADARES
11899,2022,8,VALOR DEPOSITADO,Aprovado,122159761280,E M MAESTRO HEITOR VILLA LOBOS
11899,2023,9,CONCLUIDA,Aprovado,122159761280,E M MAESTRO HEITOR VILLA LOBOS
11900,2022,7,PRE-INSCRITO,Reprovado,124111310205,E M HONORINA DE CARVALHO
11900,2023,7,PRE-INSCRITO,Aprovado,124111310205,E M HONORINA DE CARVALHO
11901,2022,8,ELEGIVEL,Aprovado,123767165006,E M HONORINA DE CARVALHO
11901,2023,9,ELEGIVEL,Dep.neste ano,123767165006,E M HONORINA DE CARVALHO
11902,2022,8,ELEGIVEL,Aprovado,121324833024,E M HONORINA DE CARVALHO
11902,2023,9,ELEGIVEL,Aprovado,121324833024,E M HONORINA DE CARVALHO
11903,2022,8,PRE-INSCRITO,Aprovado,125174654441,E M HONORINA DE CARVALHO
11903,2023,9,PRE-INSCRITO,Aprovado,125174654441,E M HONORINA DE CARVALHO
11904,2022,8,VALOR DEPOSITADO,Aprovado,125382269377,E M HONORINA DE CARVALHO
11904,2023,9,CONCLUIDA,Aprovado,125382269377,E M HONORINA DE CARVALHO
11905,2022,8,ELEGIVEL,Aprovado,123815273543,E M HONORINA DE CARVALHO
11905,2023,9,ELEGIVEL,Aprovado,123815273543,E M HONORINA DE CARVALHO
11906,2022,8,VALOR DEPOSITADO,Aprovado,123372821202,E M HONORINA DE CARVALHO
11906,2023,9,CONCLUIDA,Aprovado,123372821202,E M HONORINA DE CARVALHO
11907,2022,8,INSCRICAO PARCIAL,Aprovado,123815493233,E M HONORINA DE CARVALHO
11907,2023,9,INSCRICAO PARCIAL,Reprovado,123815493233,E M HONORINA DE CARVALHO
11908,2022,8,INSCRICAO PARCIAL,Aprovado,121173932258,E M HONORINA DE CARVALHO
11908,2023,9,INSCRICAO PARCIAL,Dep.neste ano,121173932258,E M HONORINA DE CARVALHO
11909,2022,8,VALOR DEPOSITADO,Aprovado,123373631474,E M HONORINA DE CARVALHO
11909,2023,9,CONCLUIDA,Aprovado,123373631474,E M HONORINA DE CARVALHO
11910,2022,8,ELEGIVEL,Aprovado,123297883200,E M HONORINA DE CARVALHO
11910,2023,9,ELEGIVEL,Reprovado,123297883200,E M HONORINA DE CARVALHO
11911,2022,8,ELEGIVEL,Aprovado,126075408958,E M HONORINA DE CARVALHO
11911,2023,9,ELEGIVEL,Reprovado,126075408958,E M HONORINA DE CARVALHO
11912,2022,8,ELEGIVEL,Aprovado,149970968148,E M HONORINA DE CARVALHO
11912,2023,9,ELEGIVEL,Dep.neste ano,149970968148,E M HONORINA DE CARVALHO
11913,2022,8,ELEGIVEL,Aprovado,121618320261,E M HONORINA DE CARVALHO
11913,2023,9,ELEGIVEL,Reprovado,121618320261,E M HONORINA DE CARVALHO
11914,2022,8,ELEGIVEL,Aprovado,121715435582,E M HONORINA DE CARVALHO
11914,2023,9,ELEGIVEL,Dep.neste ano,121715435582,E M HONORINA DE CARVALHO
11915,2022,8,ELEGIVEL,Aprovado,123816279103,E M HONORINA DE CARVALHO
11915,2023,9,ELEGIVEL,Aprovado,123816279103,E M HONORINA DE CARVALHO
11916,2022,8,ELEGIVEL,Aprovado,122729775535,E M HONORINA DE CARVALHO
11916,2023,9,ELEGIVEL,Aprovado,122729775535,E M HONORINA DE CARVALHO
11917,2022,8,VALOR DEPOSITADO,Aprovado,123017800155,E M HONORINA DE CARVALHO
11917,2023,9,CONCLUIDA,Reprovado,123017800155,E M HONORINA DE CARVALHO
11918,2022,8,PRE-INSCRITO,Aprovado,123815722526,E M HONORINA DE CARVALHO
11918,2023,9,PRE-INSCRITO,Aprovado,123815722526,E M HONORINA DE CARVALHO
11919,2022,8,VALOR DEPOSITADO,Aprovado,123141250706,E M HONORINA DE CARVALHO
11919,2023,9,CONCLUIDA,Aprovado,123141250706,E M HONORINA DE CARVALHO
11920,2022,8,ELEGIVEL,Aprovado,123833895364,E M HONORINA DE CARVALHO
